Disclosure Review Board Approval Approval nos. CBDRB-FY23-0319, CBDRB-FY2023-CES005-024, and CBDRB-FY24-0456
sample,stfips,n,mean_age,mean_female,mean_married,mean_ranked_school,mean_top5_school,mean_ptotinc,mean_logptotinc,mean_totw2comp,mean_adjgross,mean_logadjgross,mean_top1,mean_with25kbizinc,mean_retired_1099ssa,mean_wkh,mean_income_acs,mean_primary_care,mean_fe_cz,mean_fe_id,mean_logptotinctwfe
physicians; year 2017; all ages,15,4100,50.62,0.37,0.76,0.39,0.05,278300,12.23,202400,347600,12.46,0.18,0.28,0.08,48.32,185200,0.48,,,
physicians; year 2017; all ages,16,3500,49.53,0.27,0.86,0.53,0.03,341800,12.40,222100,384900,12.56,0.23,0.37,0.08,55.34,200300,0.47,,,
physicians; year 2017; all ages,17,35000,47.55,0.40,0.77,0.49,0.04,333500,12.32,244900,416000,12.54,0.25,0.28,0.06,49.61,221000,0.44,,,
physicians; year 2017; all ages,18,14500,49.77,0.33,0.85,0.69,0.02,393600,12.56,282800,464300,12.74,0.31,0.35,0.07,50.58,237300,0.43,,,
physicians; year 2017; all ages,19,7200,47.67,0.34,0.84,0.62,0.02,328000,12.33,256400,382700,12.52,0.23,0.27,0.06,50.96,243300,0.47,,,
physicians; year 2017; all ages,20,7700,48.23,0.35,0.85,0.14,0.02,355500,12.42,260000,421100,12.61,0.26,0.31,0.07,51.19,223900,0.46,,,
physicians; year 2017; all ages,21,10000,48.89,0.33,0.83,0.20,0.02,335700,12.41,258300,394300,12.59,0.24,0.29,0.07,50.87,251200,0.42,,,
physicians; year 2017; all ages,22,10500,49.26,0.33,0.80,0.22,0.01,363400,12.48,228800,434300,12.65,0.27,0.41,0.07,51.01,253400,0.39,,,
physicians; year 2017; all ages,23,4200,51.36,0.39,0.82,0.47,0.05,285300,12.30,239200,334900,12.49,0.16,0.22,0.09,44.74,207300,0.47,,,
physicians; year 2017; all ages,24,20500,49.98,0.44,0.82,0.60,0.11,315400,12.34,224000,405800,12.60,0.21,0.29,0.06,49.14,210400,0.43,,,
physicians; year 2017; all ages,25,28000,48.18,0.45,0.79,0.74,0.17,337800,12.31,242900,438800,12.59,0.24,0.25,0.06,50.13,227100,0.46,,,
physicians; year 2017; all ages,26,28500,47.97,0.37,0.80,0.30,0.02,307100,12.24,234900,372000,12.46,0.20,0.27,0.07,49.72,218900,0.45,,,
physicians; year 2017; all ages,27,16500,48.41,0.39,0.84,0.71,0.03,352900,12.44,299000,423400,12.66,0.28,0.19,0.06,49.91,267000,0.44,,,
physicians; year 2017; all ages,28,5200,49.45,0.29,0.83,0.16,0.02,354800,12.43,241400,414400,12.62,0.26,0.37,0.07,49.88,240800,0.42,,,
physicians; year 2017; all ages,29,16000,47.41,0.36,0.80,0.29,0.09,319000,12.30,250500,381500,12.51,0.23,0.26,0.06,50.56,219200,0.43,,,
physicians; year 2017; all ages,30,2800,50.84,0.33,0.85,0.53,0.03,310900,12.33,240700,353500,12.53,0.20,0.31,0.09,43.95,169400,0.43,,,
physicians; year 2017; all ages,31,4900,46.87,0.34,0.84,0.14,0.01,369300,12.43,278800,436100,12.63,0.29,0.29,0.05,51.59,304100,0.46,,,
physicians; year 2017; all ages,32,6100,50.20,0.30,0.74,0.40,0.04,367200,12.44,229200,435300,12.62,0.26,0.38,0.08,48.27,268100,0.42,,,
physicians; year 2017; all ages,33,4100,51.11,0.38,0.83,0.57,0.07,311700,12.36,248300,380700,12.59,0.19,0.21,0.09,46.46,225700,0.42,,,
physicians; year 2017; all ages,34,26000,50.81,0.40,0.83,0.39,0.05,396900,12.48,247900,503700,12.74,0.29,0.40,0.07,47.44,257100,0.41,,,
physicians; year 2017; all ages,35,4800,51.64,0.42,0.76,0.37,0.05,268300,12.18,207000,326400,12.40,0.15,0.23,0.11,46.32,158800,0.50,,,
physicians; year 2017; all ages,36,57000,50.43,0.41,0.76,0.48,0.05,389100,12.45,256500,495800,12.69,0.27,0.33,0.07,48.46,251900,0.42,,,
physicians; year 2017; all ages,37,25500,49.19,0.37,0.85,0.54,0.08,326200,12.37,243200,396000,12.60,0.23,0.33,0.07,50.31,241100,0.45,,,
physicians; year 2017; all ages,38,1900,48.03,0.33,0.82,0.22,0.03,398700,12.59,345500,454400,12.75,0.31,0.20,0.07,48.08,210900,0.46,,,
physicians; year 2017; all ages,39,31000,48.88,0.36,0.83,0.48,0.03,335900,12.40,265300,399900,12.60,0.25,0.28,0.06,51.95,251800,0.44,,,
physicians; year 2017; all ages,40,8200,49.07,0.32,0.83,0.12,0.01,347000,12.38,245800,413400,12.59,0.24,0.32,0.07,52.12,255000,0.45,,,
physicians; year 2017; all ages,41,12500,49.70,0.41,0.81,0.63,0.07,295200,12.30,221200,360500,12.52,0.19,0.28,0.07,46.68,222500,0.44,,,
physicians; year 2017; all ages,42,40000,48.54,0.38,0.80,0.48,0.07,326800,12.33,251700,405300,12.57,0.23,0.26,0.07,50.38,219600,0.43,,,
physicians; year 2017; all ages,44,3800,47.42,0.42,0.74,0.61,0.05,276600,12.17,209500,345400,12.38,0.19,0.26,0.05,49.20,215100,0.48,,,
physicians; year 2017; all ages,45,12500,48.54,0.33,0.82,0.26,0.03,330500,12.31,243200,389300,12.50,0.22,0.30,0.08,51.62,241100,0.45,,,
physicians; year 2017; all ages,46,2300,50.12,0.32,0.87,0.24,0.01,432800,12.65,319600,481800,12.77,0.33,0.32,0.08,53.33,266200,0.43,,,
physicians; year 2017; all ages,47,16500,50.10,0.31,0.84,0.31,0.03,365500,12.47,250600,436900,12.65,0.26,0.35,0.07,51.48,260500,0.41,,,
physicians; year 2017; all ages,48,62000,47.99,0.37,0.81,0.35,0.03,378000,12.43,240000,466500,12.66,0.27,0.36,0.06,50.10,246400,0.43,,,
physicians; year 2017; all ages,49,6900,48.61,0.26,0.88,0.65,0.04,340800,12.43,253900,388900,12.60,0.22,0.31,0.06,50.42,224900,0.39,,,
physicians; year 2017; all ages,50,2200,51.85,0.43,0.82,0.44,0.06,219200,11.83,153100,320900,12.43,0.11,0.22,0.09,47.67,216100,0.48,,,
physicians; year 2017; all ages,51,22500,49.62,0.40,0.84,0.46,0.05,317100,12.36,236000,394100,12.59,0.21,0.29,0.06,49.60,232200,0.44,,,
physicians; year 2017; all ages,53,21500,49.66,0.40,0.81,0.65,0.07,316200,12.35,231000,394100,12.58,0.21,0.26,0.07,47.73,220700,0.46,,,
physicians; year 2017; all ages,54,4000,49.84,0.31,0.82,0.14,0.01,334800,12.45,250900,390400,12.61,0.22,0.29,0.08,48.93,236400,0.46,,,
physicians; year 2017; all ages,55,15500,49.32,0.36,0.85,0.71,0.03,365300,12.47,298100,430100,12.67,0.26,0.20,0.07,50.40,250800,0.43,,,
physicians; year 2017; all ages,56,1200,51.36,0.30,0.83,0.46,0.03,373800,12.50,250100,425600,12.64,0.22,0.37,0.09,54.94,214600,0.43,,,
physicians; year 2017; age 40 to 55,1,3800,47.66,0.33,0.87,0.52,0.02,419100,12.67,312400,498200,12.88,0.35,0.41,0.01,53.66,297300,0.43,0.04,0.03,12.55
physicians; year 2017; age 40 to 55,2,800,47.67,0.40,0.48,0.52,0.04,466800,12.50,314600,392400,10.92,0.23,0.23,0.00,45.93,261900,0.43,0.13,-0.05,12.54
physicians; year 2017; age 40 to 55,4,7300,47.21,0.37,0.80,0.38,0.04,430800,12.65,277300,525100,12.84,0.32,0.41,0.01,50.62,285000,0.39,0.01,-0.01,12.52
physicians; year 2017; age 40 to 55,5,2300,47.38,0.32,0.86,0.10,0.01,411500,12.70,323400,479000,12.85,0.33,0.37,0.01,50.84,332300,0.45,0.10,-0.04,12.58
physicians; year 2017; age 40 to 55,6,43000,47.04,0.43,0.80,0.65,0.12,386300,12.57,245700,501500,12.80,0.30,0.39,0.01,47.19,253000,0.45,-0.02,0.02,12.50
physicians; year 2017; age 40 to 55,8,7400,47.06,0.43,0.83,0.56,0.05,365700,12.52,260300,447800,12.73,0.27,0.35,0.01,47.53,254300,0.42,-0.05,0.09,12.47
physicians; year 2017; age 40 to 55,9,4900,47.44,0.44,0.85,0.53,0.11,453900,12.61,284400,586500,12.90,0.34,0.35,0.01,49,259500,0.39,-0.08,0.14,12.56
physicians; year 2017; age 40 to 55,10,900,47.55,0.45,0.83,0.50,0.07,346400,12.50,248700,451800,12.77,0.29,0.39,0.01,48.50,193500,0.48,0.01,-0.06,12.37
physicians; year 2017; age 40 to 55,11,850,46.36,0.51,0.62,0.57,0.08,349500,12.47,236800,443400,12.67,0.21,0.27,0.00,45.93,235100,0.46,-0.11,0.08,12.45
physicians; year 2017; age 40 to 55,12,23000,47.57,0.36,0.79,0.46,0.04,419300,12.59,278600,508300,12.78,0.31,0.39,0.01,51.39,283500,0.41,-0.02,0.04,12.49
physicians; year 2017; age 40 to 55,13,9700,47.27,0.40,0.82,0.37,0.04,413900,12.62,277000,513400,12.82,0.33,0.39,0.01,51.67,255800,0.43,-0.01,0.02,12.50
physicians; year 2017; age 40 to 55,15,1700,47.19,0.41,0.78,0.40,0.05,323100,12.45,245100,400100,12.63,0.21,0.29,0.01,49.31,194800,0.45,-0.09,0.03,12.34
physicians; year 2017; age 40 to 55,16,1500,47.36,0.28,0.89,0.53,0.03,421100,12.69,265600,472000,12.82,0.31,0.43,0.01,55,249900,0.46,0.07,0.09,12.60
physicians; year 2017; age 40 to 55,17,13500,47.26,0.42,0.83,0.49,0.04,411500,12.63,304800,514700,12.84,0.34,0.33,0.01,49.28,262700,0.43,0.04,0.01,12.56
physicians; year 2017; age 40 to 55,18,5900,47.52,0.35,0.86,0.68,0.02,448500,12.75,326300,535100,12.92,0.38,0.39,0.01,50.09,266700,0.42,0.12,0.08,12.72
physicians; year 2017; age 40 to 55,19,2600,47.21,0.35,0.87,0.61,0.03,405000,12.67,321100,470300,12.83,0.32,0.31,0.01,51.16,283200,0.46,0.08,-0.08,12.52
physicians; year 2017; age 40 to 55,20,2900,47.06,0.37,0.88,0.13,0.02,435900,12.68,313800,518200,12.87,0.35,0.35,0.01,50.58,321000,0.42,0.05,0.00,12.54
physicians; year 2017; age 40 to 55,21,4000,47.39,0.34,0.86,0.18,0.02,396700,12.64,308600,464500,12.81,0.32,0.34,0.01,49.56,275600,0.42,0.07,0.02,12.58
physicians; year 2017; age 40 to 55,22,4200,47.27,0.34,0.81,0.20,0.01,422800,12.65,263100,508900,12.81,0.34,0.46,0.01,53.87,313600,0.39,-0.01,-0.04,12.42
physicians; year 2017; age 40 to 55,23,1700,47.55,0.43,0.84,0.46,0.05,321200,12.49,283300,375500,12.65,0.21,0.21,0.01,48.78,230900,0.45,0.09,-0.09,12.50
physicians; year 2017; age 40 to 55,24,8900,47.26,0.47,0.84,0.60,0.12,344800,12.47,249800,449600,12.73,0.25,0.29,0.01,48.28,236900,0.42,-0.09,-0.02,12.40
physicians; year 2017; age 40 to 55,25,11000,47.31,0.48,0.85,0.73,0.18,398600,12.57,286700,529500,12.85,0.31,0.27,0.01,48.68,260400,0.43,-0.02,0.01,12.53
physicians; year 2017; age 40 to 55,26,10500,47.63,0.39,0.85,0.31,0.03,374000,12.56,293800,458900,12.77,0.28,0.31,0.01,49.63,268300,0.42,-0.03,0.05,12.50
physicians; year 2017; age 40 to 55,27,6500,47.27,0.42,0.86,0.72,0.04,412900,12.70,359800,497200,12.89,0.37,0.20,0.01,48.98,305000,0.44,0.07,0.05,12.60
physicians; year 2017; age 40 to 55,28,2000,47.67,0.29,0.86,0.17,0.02,436500,12.73,292000,497600,12.84,0.35,0.43,0.01,54.87,318400,0.40,0.11,0.01,12.55
physicians; year 2017; age 40 to 55,29,5800,47.25,0.38,0.86,0.30,0.08,396100,12.65,316400,478300,12.85,0.32,0.31,0.01,50.67,279600,0.40,0.06,-0.03,12.54
physicians; year 2017; age 40 to 55,30,1100,47.58,0.35,0.87,0.54,0.04,370800,12.58,291900,416600,12.74,0.27,0.33,0.01,49.76,222000,0.43,0.02,0.05,12.48
physicians; year 2017; age 40 to 55,31,1800,47.07,0.37,0.88,0.14,0.01,459800,12.79,351500,535600,12.94,0.39,0.34,0.01,50.89,400400,0.42,0.08,0.03,12.61
physicians; year 2017; age 40 to 55,32,2700,47.65,0.33,0.75,0.38,0.03,432900,12.68,270300,516000,12.84,0.35,0.44,0.01,49.61,301800,0.41,0.06,0.04,12.57
physicians; year 2017; age 40 to 55,33,1700,47.37,0.44,0.85,0.56,0.07,344200,12.53,293800,410600,12.74,0.24,0.19,0.01,45.25,241200,0.42,-0.01,0.03,12.52
physicians; year 2017; age 40 to 55,34,11500,47.60,0.44,0.85,0.39,0.05,458100,12.64,281600,593400,12.91,0.36,0.43,0.01,47.08,290700,0.40,-0.09,0.13,12.53
physicians; year 2017; age 40 to 55,35,1800,47.71,0.47,0.78,0.36,0.05,320200,12.44,255200,389300,12.63,0.21,0.25,0.01,50.15,206500,0.47,-0.01,-0.15,12.29
physicians; year 2017; age 40 to 55,36,23000,47.58,0.44,0.78,0.48,0.05,447200,12.61,295700,579300,12.85,0.33,0.34,0.01,48.32,284300,0.40,-0.07,0.03,12.51
physicians; year 2017; age 40 to 55,37,11000,47.31,0.40,0.87,0.53,0.07,374000,12.57,287600,460900,12.81,0.31,0.37,0.01,49.68,291800,0.43,-0.05,0.07,12.49
physicians; year 2017; age 40 to 55,38,700,47.35,0.34,0.83,0.17,0.02,468300,12.85,425400,526600,12.99,0.40,0.24,0.01,,,0.45,0.35,-0.08,12.81
physicians; year 2017; age 40 to 55,39,12500,47.50,0.38,0.86,0.47,0.03,388500,12.61,312900,466200,12.80,0.31,0.30,0.01,49.99,282300,0.43,-0.02,0.04,12.53
physicians; year 2017; age 40 to 55,40,3100,47.23,0.33,0.86,0.12,0.01,404500,12.63,298000,486700,12.84,0.33,0.36,0.01,51.10,318000,0.42,0.09,-0.03,12.54
physicians; year 2017; age 40 to 55,41,5500,47.10,0.43,0.82,0.63,0.07,348500,12.55,268700,425100,12.73,0.25,0.30,0.01,48.17,265800,0.42,0.05,-0.03,12.50
physicians; year 2017; age 40 to 55,42,15000,47.31,0.39,0.85,0.47,0.08,388300,12.60,306000,489600,12.84,0.31,0.28,0.01,49.57,266500,0.41,0.00,0.02,12.52
physicians; year 2017; age 40 to 55,44,1300,47.73,0.46,0.82,0.65,0.05,340600,12.51,264200,429200,12.73,0.28,0.34,0.01,47.90,271200,0.45,-0.04,-0.14,12.30
physicians; year 2017; age 40 to 55,45,4800,47.60,0.34,0.86,0.26,0.02,395300,12.62,299000,471000,12.80,0.31,0.36,0.01,52.82,312100,0.43,-0.04,0.10,12.50
physicians; year 2017; age 40 to 55,46,900,47.22,0.36,0.88,0.23,0.01,524000,12.90,398900,582800,13.01,0.43,0.35,0.01,58.18,308600,0.39,0.26,-0.04,12.76
physicians; year 2017; age 40 to 55,47,6800,47.50,0.34,0.86,0.32,0.03,416100,12.66,293000,502200,12.85,0.33,0.37,0.01,52.52,307800,0.41,0.00,0.08,12.59
physicians; year 2017; age 40 to 55,48,27000,47.04,0.38,0.84,0.34,0.03,446500,12.65,281700,556300,12.88,0.35,0.41,0.01,50.01,295500,0.42,-0.04,0.10,12.56
physicians; year 2017; age 40 to 55,49,3200,46.79,0.25,0.90,0.62,0.04,403200,12.70,304300,456200,12.84,0.29,0.36,0.01,49.02,262000,0.39,-0.04,0.23,12.66
physicians; year 2017; age 40 to 55,50,800,47.80,0.50,0.85,0.43,0.05,217900,11.90,179700,339100,12.57,0.14,0.19,0.01,52.80,226700,0.46,-0.11,-0.05,12.02
physicians; year 2017; age 40 to 55,51,9900,47.27,0.42,0.86,0.45,0.04,354900,12.53,269500,449600,12.76,0.27,0.32,0.01,50.02,266100,0.43,-0.05,0.00,12.47
physicians; year 2017; age 40 to 55,53,9000,47.11,0.42,0.84,0.64,0.07,368500,12.57,277900,464200,12.79,0.28,0.27,0.01,49.13,256500,0.43,0.03,-0.03,12.51
physicians; year 2017; age 40 to 55,54,1600,47.38,0.32,0.83,0.12,0.01,382400,12.62,294900,441800,12.78,0.28,0.32,0.01,50.50,322900,0.46,0.15,-0.13,12.56
physicians; year 2017; age 40 to 55,55,6300,47.56,0.39,0.87,0.71,0.03,426000,12.71,359600,507000,12.90,0.34,0.21,0.01,51.48,315100,0.43,0.16,-0.01,12.62
physicians; year 2017; age 40 to 55,56,500,48,0.32,0.86,0.46,0.02,464300,12.73,300600,531500,12.83,0.28,0.44,0.01,,,0.43,0.16,-0.04,12.66
lawyers; year 2017; all ages,1,2300,51.68,0.34,0.81,,,191200,11.60,,244400,,,,,44.83,,,,,
lawyers; year 2017; all ages,2,500,54.85,0.44,0.62,,,120400,11.40,,151500,,,,,41.31,,,,,
lawyers; year 2017; all ages,4,3100,52.79,0.40,0.75,,,172300,11.63,,223000,,,,,45.05,,,,,
lawyers; year 2017; all ages,5,1000,51.61,0.38,0.78,,,168300,11.45,,216700,,,,,42.66,,,,,
lawyers; year 2017; all ages,6,25500,51.29,0.42,0.74,,,290700,11.89,,364300,,,,,44.34,,,,,
lawyers; year 2017; all ages,8,4100,51.20,0.40,0.77,,,212100,11.70,,271300,,,,,43.93,,,,,
lawyers; year 2017; all ages,9,3400,52.53,0.38,0.80,,,305900,11.98,,380800,,,,,45.63,,,,,
lawyers; year 2017; all ages,10,700,52.47,0.41,0.78,,,347900,11.99,,411300,,,,,45.07,,,,,
lawyers; year 2017; all ages,11,3000,46.85,0.48,0.62,,,348500,12.18,,428600,,,,,46.66,,,,,
lawyers; year 2017; all ages,12,11500,52.18,0.38,0.75,,,238200,11.67,,300800,,,,,44.54,,,,,
lawyers; year 2017; all ages,13,4800,50.58,0.39,0.79,,,260400,11.77,,329500,,,,,45.72,,,,,
lawyers; year 2017; all ages,15,900,54.29,0.39,0.77,,,168400,11.58,,225300,,,,,45.42,,,,,
lawyers; year 2017; all ages,16,750,52.90,0.30,0.81,,,161900,11.49,,200700,,,,,43.09,,,,,
lawyers; year 2017; all ages,17,10500,50.97,0.38,0.79,,,300900,11.91,,375000,,,,,46.14,,,,,
lawyers; year 2017; all ages,18,2700,51.22,0.36,0.81,,,183200,11.62,,232500,,,,,45.09,,,,,
lawyers; year 2017; all ages,19,1500,52.27,0.38,0.81,,,161600,11.59,,208300,,,,,45.68,,,,,
lawyers; year 2017; all ages,20,1800,52.10,0.34,0.84,,,258600,11.63,,309200,,,,,44.29,,,,,
lawyers; year 2017; all ages,21,2400,51.22,0.37,0.79,,,150600,11.46,,199300,,,,,43.70,,,,,
lawyers; year 2017; all ages,22,2800,51.39,0.35,0.76,,,227000,11.70,,283700,,,,,44.20,,,,,
lawyers; year 2017; all ages,23,750,54.75,0.39,0.80,,,154100,11.47,,196900,,,,,46.13,,,,,
lawyers; year 2017; all ages,24,7000,51.74,0.44,0.81,,,292400,11.98,,369500,,,,,45.01,,,,,
lawyers; year 2017; all ages,25,6500,51.73,0.42,0.79,,,273900,11.83,,360800,,,,,43.73,,,,,
lawyers; year 2017; all ages,26,5700,52.72,0.36,0.79,,,181600,11.54,,236700,,,,,43.72,,,,,
lawyers; year 2017; all ages,27,4400,51.39,0.40,0.81,,,219500,11.72,,282800,,,,,43.26,,,,,
lawyers; year 2017; all ages,28,1100,52.79,0.33,0.81,,,169000,11.53,,214100,,,,,44.01,,,,,
lawyers; year 2017; all ages,29,3300,50.92,0.37,0.78,,,206100,11.65,,256000,,,,,45.22,,,,,
lawyers; year 2017; all ages,30,700,53.99,0.41,0.76,,,130800,11.37,,166100,,,,,40.87,,,,,
lawyers; year 2017; all ages,31,1300,52.13,0.38,0.82,,,162800,11.59,,216000,,,,,43.44,,,,,
lawyers; year 2017; all ages,32,1300,51.66,0.37,0.71,,,242900,11.73,,294300,,,,,45.31,,,,,
lawyers; year 2017; all ages,33,900,54.21,0.40,0.81,,,192400,11.58,,252300,,,,,44.71,,,,,
lawyers; year 2017; all ages,34,8000,51.13,0.37,0.80,,,286200,11.95,,361600,,,,,47.01,,,,,
lawyers; year 2017; all ages,35,1100,54.43,0.45,0.69,,,139100,11.37,,184800,,,,,43.75,,,,,
lawyers; year 2017; all ages,36,18500,50.66,0.40,0.74,,,383900,12,,469400,,,,,46.23,,,,,
lawyers; year 2017; all ages,37,4400,51,0.39,0.79,,,198200,11.60,,252500,,,,,45.34,,,,,
lawyers; year 2017; all ages,38,350,52.95,0.36,0.82,,,166700,11.62,,206100,,,,,45.39,,,,,
lawyers; year 2017; all ages,39,6700,52.04,0.36,0.80,,,179300,11.54,,227500,,,,,43.95,,,,,
lawyers; year 2017; all ages,40,2100,52.17,0.35,0.79,,,171600,11.55,,227100,,,,,42.48,,,,,
lawyers; year 2017; all ages,41,2500,52.81,0.41,0.78,,,163500,11.56,,212800,,,,,42.81,,,,,
lawyers; year 2017; all ages,42,9100,51.89,0.38,0.79,,,240700,11.75,,304900,,,,,44.94,,,,,
lawyers; year 2017; all ages,44,750,52.99,0.38,0.76,,,179800,11.52,,236300,,,,,45.80,,,,,
lawyers; year 2017; all ages,45,2100,51.88,0.37,0.82,,,199900,11.64,,251300,,,,,46.64,,,,,
lawyers; year 2017; all ages,46,450,52.54,0.37,0.78,,,148300,11.52,,192100,,,,,43.15,,,,,
lawyers; year 2017; all ages,47,2900,51.22,0.38,0.80,,,199900,11.66,,256200,,,,,44.59,,,,,
lawyers; year 2017; all ages,48,13000,51.13,0.38,0.78,,,277600,11.83,,346500,,,,,45.16,,,,,
lawyers; year 2017; all ages,49,1700,51,0.24,0.85,,,185600,11.58,,233600,,,,,43.49,,,,,
lawyers; year 2017; all ages,50,700,54.47,0.42,0.78,,,136400,11.45,,174100,,,,,44.60,,,,,
lawyers; year 2017; all ages,51,8300,50.38,0.41,0.80,,,277500,11.96,,351200,,,,,44.91,,,,,
lawyers; year 2017; all ages,53,4400,52.13,0.41,0.78,,,207400,11.69,,267100,,,,,43.11,,,,,
lawyers; year 2017; all ages,54,950,52.19,0.36,0.76,,,160700,11.47,,205400,,,,,42.01,,,,,
lawyers; year 2017; all ages,55,3200,52.25,0.38,0.82,,,187800,11.55,,241400,,,,,43.96,,,,,
lawyers; year 2017; all ages,56,300,53.54,0.38,0.78,,,194200,11.59,,235100,,,,,42.79,,,,,
lawyers; year 2017; age 40 to 55,1,1000,47.70,0.36,0.83,,,196900,11.69,,251400,,,,,47.35,,,-0.03,-0.16,11.54
lawyers; year 2017; age 40 to 55,2,200,47.85,0.52,0.53,,,112700,11.31,,126700,,,,,37.85,,,0.18,-0.63,11.41
lawyers; year 2017; age 40 to 55,4,1200,47.80,0.43,0.76,,,166700,11.71,,219600,,,,,44.95,,,-0.07,-0.01,11.65
lawyers; year 2017; age 40 to 55,5,400,47.30,0.42,0.76,,,194100,11.58,,248300,,,,,45.10,,,0.27,-0.23,11.83
lawyers; year 2017; age 40 to 55,6,10500,47.50,0.45,0.77,,,328600,12.03,,420200,,,,,45.80,,,0.10,0.20,12.06
lawyers; year 2017; age 40 to 55,8,1700,47.37,0.45,0.80,,,245400,11.85,,317500,,,,,44.66,,,-0.01,-0.05,11.73
lawyers; year 2017; age 40 to 55,9,1500,47.94,0.42,0.82,,,334100,12.04,,428200,,,,,46.95,,,0.12,0.34,12.32
lawyers; year 2017; age 40 to 55,10,300,47.40,0.47,0.83,,,350200,12.17,,439500,,,,,46.24,,,0.03,-0.12,11.79
lawyers; year 2017; age 40 to 55,11,1200,46.69,0.48,0.67,,,406100,12.32,,500000,,,,,46.59,,,0.04,0.32,12.17
lawyers; year 2017; age 40 to 55,12,4400,47.79,0.41,0.76,,,260200,11.78,,342100,,,,,46.25,,,-0.07,-0.03,11.63
lawyers; year 2017; age 40 to 55,13,2100,47.31,0.43,0.79,,,271100,11.86,,355500,,,,,46.58,,,-0.04,-0.05,11.66
lawyers; year 2017; age 40 to 55,15,300,47.92,0.45,0.81,,,187600,11.63,,251100,,,,,46.19,,,-0.18,-0.14,11.29
lawyers; year 2017; age 40 to 55,16,300,47.57,0.37,0.84,,,156300,11.59,,199600,,,,,43.89,,,-0.24,-0.15,11.37
lawyers; year 2017; age 40 to 55,17,4400,47.68,0.42,0.81,,,350100,12.07,,443600,,,,,46.25,,,0.04,0.14,11.97
lawyers; year 2017; age 40 to 55,18,1100,47.51,0.39,0.82,,,197700,11.71,,256000,,,,,45.49,,,-0.14,-0.19,11.43
lawyers; year 2017; age 40 to 55,19,550,47.49,0.42,0.82,,,176000,11.69,,228400,,,,,46.57,,,0.01,-0.14,11.63
lawyers; year 2017; age 40 to 55,20,700,47.53,0.37,0.85,,,362300,11.74,,415400,,,,,48.26,,,-0.03,-0.25,11.55
lawyers; year 2017; age 40 to 55,21,950,47.31,0.42,0.79,,,172200,11.58,,224000,,,,,44.83,,,-0.35,0.04,11.38
lawyers; year 2017; age 40 to 55,22,1100,47.66,0.38,0.78,,,274200,11.80,,342800,,,,,43.68,,,0.05,-0.32,11.56
lawyers; year 2017; age 40 to 55,23,250,47.87,0.46,0.83,,,148400,11.38,,202900,,,,,48.09,,,-0.11,-0.09,11.48
lawyers; year 2017; age 40 to 55,24,3100,47.82,0.47,0.83,,,311800,12.08,,398600,,,,,45.59,,,-0.03,0.14,11.99
lawyers; year 2017; age 40 to 55,25,2700,47.77,0.46,0.81,,,300000,11.95,,409500,,,,,42.84,,,-0.01,0.20,12.01
lawyers; year 2017; age 40 to 55,26,2100,47.86,0.42,0.81,,,187700,11.62,,254300,,,,,44.84,,,-0.08,-0.20,11.43
lawyers; year 2017; age 40 to 55,27,1700,47.59,0.44,0.82,,,237300,11.83,,308200,,,,,45.17,,,0.02,-0.09,11.65
